time_min,carbon_tax,inlet_temp,u1_flow,u1_outlet,u2_flow,u2_outlet,baseline_opex,optimized_opex,savings
1009.0,40.0,25.27,7.68,99.96,6.36,120.0,4767.82,4570.52,197.3
1010.0,40.0,25.24,7.69,99.96,6.36,120.0,4768.49,4571.88,196.61
1011.0,40.0,25.22,7.69,99.97,6.36,119.99,4769.12,4573.2,195.92
1012.0,40.0,25.21,7.69,99.97,6.37,119.99,4769.7,4574.38,195.32
1013.0,40.0,25.19,7.69,99.97,6.37,119.99,4770.24,4575.53,194.71
1014.0,40.0,25.17,7.69,99.98,6.37,119.99,4770.74,4576.64,194.1
1015.0,40.0,25.16,7.69,99.98,6.37,119.99,4771.2,4577.5,193.7
1016.0,40.0,25.15,7.7,99.99,6.37,119.99,4771.62,4578.33,193.29
1017.0,40.0,25.13,7.7,99.99,6.37,119.99,4772.02,4578.93,193.09
1018.0,40.0,25.12,7.7,99.99,6.37,119.99,4772.38,4579.51,192.87
1019.0,40.0,25.11,7.7,99.99,6.37,119.99,4772.71,4580.07,192.64
1020.0,40.0,25.1,7.7,100.0,6.37,120.0,4773.02,4580.62,192.4
1021.0,40.0,25.1,7.7,100.0,6.37,120.0,4773.31,4580.81,192.5
1022.0,40.0,25.09,7.7,100.0,6.37,120.0,4773.57,4580.99,192.58
1023.0,40.0,25.08,7.7,100.0,6.37,120.0,4773.81,4581.16,192.65
1024.0,40.0,25.07,7.7,99.99,6.37,120.0,4774.03,4581.33,192.71
1025.0,40.0,25.07,7.7,99.99,6.37,120.0,4774.24,4581.71,192.53
1026.0,40.0,25.06,7.7,99.99,6.37,120.01,4774.42,4582.07,192.36
1027.0,40.0,25.06,7.7,99.99,6.37,120.01,4774.6,4582.29,192.31
1028.0,40.0,25.05,7.7,99.99,6.37,120.01,4774.76,4582.49,192.26
1029.0,40.0,25.05,7.7,99.99,6.37,120.0,4774.9,4582.68,192.22
1030.0,40.0,25.04,7.7,100.0,6.37,120.0,4775.03,4582.99,192.04
1031.0,40.0,25.04,7.7,100.0,6.37,120.0,4775.16,4583.07,192.09
1032.0,40.0,25.04,7.7,100.0,6.37,120.0,4775.27,4583.14,192.13
1033.0,40.0,25.03,7.7,100.0,6.37,120.0,4775.37,4583.21,192.16
1034.0,40.0,25.03,7.7,100.0,6.37,120.0,4775.47,4583.27,192.19
1035.0,40.0,25.03,7.7,100.0,6.37,120.0,4775.55,4583.34,192.22
1036.0,40.0,25.02,7.7,100.0,6.37,120.0,4775.63,4583.4,192.24
1037.0,40.0,25.02,7.7,99.99,6.37,120.0,4775.71,4583.45,192.25
1038.0,40.0,25.02,7.7,99.99,6.37,120.0,4775.77,4583.73,192.04
1039.0,40.0,25.02,7.7,100.0,6.37,120.0,4775.83,4583.99,191.84
1040.0,40.0,25.02,7.7,100.0,6.37,120.0,4775.89,4584.02,191.86
1041.0,40.0,25.02,7.7,100.0,6.37,120.0,4775.94,4584.05,191.88
1042.0,40.0,25.01,7.7,100.0,6.37,120.0,4775.99,4584.08,191.9
1043.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.03,4584.11,191.91
1044.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.07,4584.14,191.93
1045.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.1,4584.17,191.94
1046.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.13,4584.19,191.94
1047.0,40.0,24.61,7.7,99.96,6.37,120.0,4786.15,4593.52,192.63
1048.0,40.0,24.29,7.7,99.91,6.37,119.99,4794.46,4602.21,192.24
1049.0,40.0,24.04,7.71,99.85,6.37,119.97,4801.24,4610.75,190.5
1050.0,40.0,23.84,7.72,99.8,6.37,119.95,4806.69,4619.59,187.09
1051.0,40.0,23.69,7.73,99.75,6.38,119.94,4810.97,4628.64,182.32
1052.0,40.0,23.59,7.74,99.73,6.38,119.92,4814.22,4637.87,176.35
1053.0,40.0,23.52,7.75,99.73,6.39,119.91,4816.6,4646.84,169.76
1054.0,40.0,23.47,7.77,99.74,6.4,119.91,4818.22,4655.08,163.14
1055.0,40.0,23.45,7.78,99.78,6.4,119.91,4819.2,4662.37,156.82
1056.0,40.0,23.45,7.79,99.82,6.41,119.93,4819.62,4668.15,151.48
1057.0,40.0,23.47,7.8,99.88,6.42,119.95,4819.6,4672.29,147.31
1058.0,40.0,23.5,7.8,99.93,6.42,119.98,4819.19,4674.45,144.74
1059.0,40.0,23.53,7.81,99.99,6.42,120.01,4818.47,4674.84,143.63
1060.0,40.0,23.58,7.81,100.04,6.42,120.04,4817.5,4673.33,144.17
1061.0,40.0,23.63,7.81,100.09,6.42,120.07,4816.33,4670.23,146.1
1062.0,40.0,23.68,7.8,100.12,6.41,120.1,4815.01,4665.6,149.4
1063.0,40.0,23.74,7.8,100.14,6.4,120.12,4813.57,4659.96,153.61
1064.0,40.0,23.8,7.79,100.16,6.39,120.13,4812.05,4653.68,158.37
1065.0,40.0,23.86,7.78,100.16,6.38,120.14,4810.47,4646.91,163.57
1066.0,40.0,23.92,7.77,100.16,6.37,120.14,4808.87,4640.11,168.76
1067.0,40.0,23.98,7.76,100.14,6.36,120.13,4807.25,4633.4,173.85
1068.0,40.0,24.04,7.76,100.13,6.35,120.11,4805.65,4627.37,178.28
1069.0,40.0,24.09,7.75,100.11,6.34,120.09,4804.06,4621.89,182.16
1070.0,40.0,24.15,7.75,100.09,6.33,120.07,4802.5,4617.19,185.31
1071.0,40.0,24.2,7.74,100.06,6.33,120.05,4800.98,4613.24,187.74
1072.0,40.0,24.25,7.74,100.05,6.32,120.02,4799.51,4610.26,189.25
1073.0,40.0,24.3,7.74,100.03,6.32,120.0,4798.09,4607.92,190.18
1074.0,40.0,24.35,7.73,100.02,6.32,119.98,4796.73,4606.3,190.43
1075.0,40.0,24.39,7.73,100.02,6.32,119.96,4795.43,4605.18,190.25
1076.0,40.0,24.44,7.73,100.01,6.33,119.95,4794.18,4604.33,189.85
1077.0,40.0,24.47,7.73,100.01,6.33,119.94,4793.0,4603.85,189.14
1078.0,40.0,24.51,7.73,100.01,6.34,119.94,4791.88,4603.53,188.35
1079.0,40.0,24.55,7.73,100.02,6.34,119.94,4790.81,4603.23,187.58
1080.0,40.0,24.58,7.73,100.02,6.35,119.94,4789.81,4602.75,187.06
1081.0,40.0,24.61,7.73,100.03,6.35,119.94,4788.87,4602.31,186.56
1082.0,40.0,24.64,7.73,100.03,6.36,119.95,4787.98,4601.68,186.29
1083.0,40.0,24.67,7.73,100.04,6.36,119.96,4787.14,4600.98,186.16
1084.0,40.0,24.69,7.72,100.04,6.36,119.97,4786.36,4599.98,186.37
1085.0,40.0,24.72,7.72,100.04,6.37,119.98,4785.63,4598.91,186.71
1086.0,40.0,24.74,7.72,100.04,6.37,119.99,4784.94,4597.77,187.18
1087.0,40.0,24.76,7.72,100.03,6.37,119.99,4784.3,4596.54,187.76
1088.0,40.0,24.78,7.72,100.03,6.37,120.0,4783.71,4595.59,188.12
1089.0,40.0,24.79,7.71,100.03,6.37,120.0,4783.15,4594.54,188.62
1090.0,40.0,24.81,7.71,100.02,6.37,120.01,4782.64,4593.52,189.11
1091.0,40.0,24.83,7.71,100.02,6.37,120.01,4782.16,4592.64,189.52
1092.0,40.0,24.84,7.71,100.02,6.37,120.01,4781.71,4591.77,189.94
1093.0,40.0,24.85,7.71,100.01,6.37,120.01,4781.3,4590.93,190.37
1094.0,40.0,24.86,7.71,100.01,6.37,120.01,4780.92,4590.34,190.58
1095.0,40.0,24.88,7.71,100.01,6.36,120.0,4780.56,4589.75,190.81
1096.0,40.0,24.89,7.71,100.01,6.36,120.0,4780.23,4589.31,190.92
1097.0,40.0,24.89,7.71,100.0,6.36,120.0,4779.93,4588.89,191.04
1098.0,40.0,24.9,7.71,100.0,6.36,120.0,4779.65,4588.7,190.95
1099.0,40.0,24.91,7.71,100.0,6.36,120.0,4779.39,4588.52,190.87
1100.0,40.0,24.92,7.71,100.01,6.36,120.0,4779.15,4588.34,190.81
1101.0,40.0,24.93,7.71,100.01,6.36,120.0,4778.93,4587.95,190.98
1102.0,40.0,24.93,7.71,100.01,6.36,120.0,4778.73,4587.58,191.15
1103.0,40.0,24.94,7.71,100.01,6.36,120.0,4778.54,4587.23,191.32
1104.0,40.0,24.94,7.71,100.01,6.36,120.0,4778.37,4586.88,191.49
1105.0,40.0,24.95,7.71,100.0,6.36,120.0,4778.21,4586.55,191.66
1106.0,40.0,24.95,7.71,100.0,6.36,120.0,4778.07,4586.46,191.61
1107.0,40.0,24.96,7.71,100.0,6.36,120.0,4777.93,4586.36,191.57
1108.0,40.0,24.96,7.71,100.01,6.36,120.0,4777.81,4586.28,191.53
1109.0,40.0,24.96,7.7,100.0,6.36,120.0,4777.7,4585.97,191.73
1110.0,40.0,24.97,7.7,100.01,6.36,120.0,4777.59,4585.9,191.69
1111.0,40.0,24.97,7.7,100.0,6.36,120.0,4777.5,4585.61,191.89
1112.0,40.0,24.97,7.7,100.0,6.36,120.0,4777.41,4585.55,191.86
1113.0,40.0,24.97,7.7,100.0,6.36,120.0,4777.33,4585.5,191.83
1114.0,40.0,24.98,7.7,100.0,6.36,120.0,4777.26,4585.44,191.81
1115.0,40.0,24.98,7.7,100.01,6.36,120.0,4777.19,4585.4,191.79
1116.0,40.0,24.98,7.7,100.0,6.36,120.0,4777.13,4585.13,192.0
1117.0,40.0,24.98,7.7,100.0,6.36,120.0,4777.07,4585.09,191.98
1118.0,40.0,24.98,7.7,100.0,6.36,120.0,4777.02,4585.05,191.96
1119.0,40.0,24.99,7.7,100.0,6.36,120.0,4776.97,4585.02,191.95
1120.0,40.0,24.99,7.7,100.01,6.36,120.0,4776.93,4584.99,191.94
1121.0,40.0,24.99,7.7,100.0,6.36,120.0,4776.89,4584.74,192.15
1122.0,40.0,24.99,7.7,100.0,6.36,120.0,4776.85,4584.72,192.13
1123.0,40.0,24.99,7.7,100.0,6.36,120.0,4776.82,4584.7,192.12
1124.0,40.0,24.99,7.7,100.0,6.36,119.99,4776.79,4584.68,192.11
1125.0,40.0,24.99,7.7,100.0,6.37,120.0,4776.76,4584.79,191.97
1126.0,40.0,24.99,7.7,100.0,6.37,120.0,4776.73,4584.77,191.96
1127.0,40.0,24.99,7.7,100.0,6.37,120.0,4776.71,4584.75,191.96
1128.0,40.0,24.99,7.7,100.0,6.37,120.0,4776.69,4584.74,191.95
1129.0,40.0,24.99,7.7,100.0,6.37,120.0,4776.67,4584.72,191.95
1130.0,40.0,24.99,7.7,100.0,6.37,120.0,4776.65,4584.71,191.94
1131.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.64,4584.7,191.94
1132.0,40.0,25.0,7.7,100.01,6.37,120.0,4776.62,4584.68,191.94
1133.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.61,4584.45,192.16
1134.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.6,4584.45,192.15
1135.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.58,4584.44,192.14
1136.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.57,4584.44,192.13
1137.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.56,4584.44,192.13
1138.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.56,4584.43,192.12
1139.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.55,4584.43,192.12
1140.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.54,4584.43,192.12
1141.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.53,4584.42,192.11
1142.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.53,4584.42,192.11
1143.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.52,4584.42,192.11
1144.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.52,4584.41,192.11
1145.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.51,4584.41,192.11
1146.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.51,4584.41,192.1
1147.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.51,4584.4,192.1
1148.0,40.0,24.6,7.7,99.97,6.37,119.99,4786.49,4593.71,192.78
1149.0,40.0,24.28,7.7,99.91,6.37,119.98,4794.76,4602.28,192.48
1150.0,40.0,24.03,7.71,99.86,6.37,119.97,4801.52,4610.92,190.59
1151.0,40.0,23.83,7.72,99.8,6.37,119.95,4806.94,4619.53,187.4
1152.0,40.0,23.69,7.73,99.76,6.37,119.93,4811.19,4628.57,182.62
1153.0,40.0,23.58,7.74,99.74,6.38,119.92,4814.43,4637.7,176.73
1154.0,40.0,23.51,7.75,99.73,6.39,119.91,4816.78,4646.44,170.34
1155.0,40.0,23.47,7.76,99.75,6.39,119.9,4818.38,4654.69,163.69
1156.0,40.0,23.45,7.78,99.78,6.4,119.91,4819.34,4661.89,157.45
1157.0,40.0,23.45,7.79,99.82,6.41,119.92,4819.76,4667.68,152.08
1158.0,40.0,23.47,7.8,99.87,6.42,119.95,4819.72,4671.95,147.77
1159.0,40.0,23.49,7.8,99.93,6.42,119.97,4819.3,4674.34,144.96
1160.0,40.0,23.53,7.81,99.99,6.42,120.0,4818.57,4674.86,143.71
1161.0,40.0,23.58,7.81,100.04,6.42,120.04,4817.59,4673.47,144.12
1162.0,40.0,23.63,7.81,100.08,6.42,120.07,4816.41,4670.36,146.05
1163.0,40.0,23.68,7.51,90.93,6.72,119.13,1874.93,2284.58,-409.66
1164.0,40.0,23.74,7.21,83.17,7.02,117.58,1902.45,2391.42,-488.97
1165.0,40.0,23.8,6.91,76.57,7.32,115.7,1925.26,2491.36,-566.1
1166.0,40.0,23.86,6.61,70.93,7.62,113.68,1944.15,2585.19,-641.04
1167.0,40.0,23.92,6.31,66.1,7.92,111.65,1959.77,2673.63,-713.86
1168.0,40.0,23.98,6.01,61.94,8.22,109.71,1972.68,2757.38,-784.7
1169.0,40.0,24.04,5.71,58.34,8.52,107.93,1983.34,2837.07,-853.74
1170.0,40.0,24.09,5.41,55.21,8.82,106.35,1992.11,2913.28,-921.17
1171.0,40.0,24.15,5.11,52.46,9.12,104.98,1999.34,2986.53,-987.19
1172.0,40.0,24.2,4.81,50.04,9.42,103.83,2005.27,3057.29,-1052.03
1173.0,40.0,24.25,4.51,47.88,9.72,102.91,2010.12,3126.0,-1115.87
1174.0,40.0,24.3,4.21,45.95,10.02,102.2,2014.1,3193.01,-1178.92
1175.0,40.0,24.35,3.91,44.21,10.32,101.7,2017.33,3258.68,-1241.35
1176.0,40.0,24.39,3.61,42.62,10.62,101.4,2019.96,3323.29,-1303.34
1177.0,40.0,24.43,3.31,41.16,10.92,101.28,2022.08,3387.12,-1365.03
1178.0,40.0,24.47,3.01,39.81,11.22,101.33,2023.8,3450.38,-1426.58
1179.0,40.0,24.51,2.71,38.54,11.52,101.53,2025.17,3513.28,-1488.12
1180.0,40.0,24.55,2.41,37.35,11.82,101.86,2026.26,3576.0,-1549.74
1181.0,40.0,24.58,2.11,36.22,12.12,102.32,2027.12,3638.69,-1611.57
1182.0,40.0,24.61,1.81,35.14,12.42,102.9,2027.79,3701.48,-1673.7
1183.0,40.0,24.64,1.51,34.11,12.72,103.57,2028.31,3764.5,-1736.19
1184.0,40.0,24.67,1.21,33.11,13.02,104.34,2028.7,3827.83,-1799.13
1185.0,40.0,24.69,1.0,32.18,13.32,105.2,2028.99,3904.29,-1875.3
1186.0,40.0,24.72,1.0,31.41,13.62,106.14,2029.2,4007.87,-1978.67
1187.0,40.0,24.74,1.0,30.77,13.92,107.17,2029.34,4108.97,-2079.62
1188.0,40.0,24.76,1.0,30.24,14.22,108.28,2029.44,4207.94,-2178.5
1189.0,40.0,24.78,1.0,29.81,14.52,109.47,2029.49,4305.09,-2275.61
1190.0,40.0,24.79,1.0,29.44,14.82,110.73,2029.5,4400.7,-2371.19
1191.0,40.0,24.81,1.0,29.15,15.0,111.94,2029.5,4460.92,-2431.42
1192.0,40.0,24.83,1.0,28.9,15.0,112.93,2029.47,4467.58,-2438.11
1193.0,40.0,24.84,1.0,28.7,15.0,113.74,2029.43,4473.07,-2443.64
1194.0,40.0,24.85,1.0,28.53,15.0,114.41,2029.38,4477.58,-2448.2
1195.0,40.0,24.86,1.0,28.39,15.0,114.95,2029.32,4481.29,-2451.97
1196.0,40.0,24.88,4.58,35.25,15.0,115.88,5256.74,6273.23,-1016.49
1197.0,40.0,24.89,7.82,46.22,15.0,117.4,5177.05,7476.54,-2299.49
1198.0,40.0,24.89,10.51,59.72,15.0,119.59,5110.61,8356.58,-3245.97
1199.0,40.0,24.9,12.52,74.25,15.0,122.42,5055.22,8895.98,-3840.76
1200.0,40.0,24.91,13.81,88.45,14.81,125.62,5009.03,9072.58,-4063.55
1201.0,40.0,24.92,14.39,101.22,14.36,128.96,4970.52,8927.45,-3956.93
1202.0,40.0,24.93,14.33,111.76,13.64,132.18,4938.41,8526.17,-3587.76
1203.0,40.0,24.93,13.74,119.59,12.67,135.09,4911.62,7939.34,-3027.71
1204.0,40.0,24.94,12.76,124.53,11.46,137.49,4889.29,7233.04,-2343.75
1205.0,40.0,24.94,11.53,126.65,10.06,139.19,4870.66,6464.6,-1593.94
1206.0,40.0,24.95,10.2,126.26,8.52,140.04,4855.12,5681.96,-826.84
1207.0,40.0,24.95,8.89,123.8,6.92,139.87,4842.16,4924.38,-82.23
1208.0,40.0,24.96,7.7,119.81,5.33,138.63,4831.34,4225.89,605.45
1209.0,40.0,24.96,6.7,114.89,3.84,136.31,4822.32,3616.54,1205.78
1210.0,40.0,24.96,5.96,109.58,2.54,133.02,4814.78,3122.72,1692.06
1211.0,40.0,24.97,5.48,104.37,1.49,128.99,4808.5,2766.57,2041.93
1212.0,40.0,24.97,5.26,99.68,1.0,124.63,4803.25,2598.76,2204.49
1213.0,40.0,24.97,5.28,95.8,1.0,120.37,4798.87,2613.16,2185.72
1214.0,40.0,25.27,5.49,92.94,1.0,116.37,4787.72,2710.82,2076.89
1215.0,40.0,25.52,5.84,91.15,1.29,112.92,4778.45,2924.2,1854.25
1216.0,40.0,25.71,6.28,90.39,1.86,110.25,4770.82,3227.04,1543.78
1217.0,40.0,25.86,6.76,90.56,2.64,108.51,4764.62,3583.02,1181.59
1218.0,40.0,25.97,7.24,91.46,3.56,107.73,4759.64,3954.75,804.89
1219.0,40.0,26.05,7.66,92.91,4.54,107.85,4755.72,4309.5,446.22
1220.0,40.0,26.1,8.02,94.7,5.51,108.73,4752.7,4621.19,131.51
1221.0,40.0,26.14,8.28,96.61,6.41,110.21,4750.45,4872.63,-122.17
1222.0,40.0,26.15,8.45,98.49,7.19,112.09,4748.86,5055.66,-306.8
1223.0,40.0,26.15,8.53,100.17,7.83,114.19,4747.82,5169.29,-421.47
1224.0,40.0,26.14,8.52,101.56,8.29,116.34,4747.24,5218.9,-471.66
1225.0,40.0,26.12,8.44,102.58,8.58,118.4,4747.04,5213.46,-466.42
1226.0,40.0,26.09,8.31,103.23,8.71,120.25,4747.16,5164.42,-417.26
1227.0,40.0,26.06,8.15,103.51,8.69,121.81,4747.53,5083.48,-335.95
1228.0,40.0,26.02,7.98,103.45,8.55,123.03,4748.12,4982.25,-234.14
1229.0,40.0,25.98,7.8,103.12,8.31,123.89,4748.86,4871.52,-122.66
1230.0,40.0,25.94,7.65,102.59,7.99,124.39,4749.73,4760.37,-10.63
1231.0,40.0,25.9,7.52,101.94,7.64,124.55,4750.7,4656.3,94.4
1232.0,40.0,25.85,7.42,101.24,7.28,124.42,4751.74,4565.03,186.7
1233.0,40.0,25.81,7.36,100.55,6.93,124.04,4752.82,4490.43,262.39
1234.0,40.0,25.76,7.33,99.92,6.6,123.48,4753.93,4434.88,319.05
1235.0,40.0,25.72,7.34,99.4,6.32,122.8,4755.05,4399.09,355.96
1236.0,40.0,25.68,7.37,99.02,6.1,122.07,4756.17,4382.1,374.06
1237.0,40.0,25.64,7.41,98.77,5.93,121.34,4757.28,4381.51,375.76
1238.0,40.0,25.6,7.48,98.66,5.83,120.66,4758.36,4394.56,363.8
1239.0,40.0,25.56,7.54,98.67,5.77,120.07,4759.42,4417.62,341.81
1240.0,40.0,25.52,7.61,98.79,5.77,119.59,4760.45,4447.01,313.44
1241.0,40.0,25.49,7.67,98.98,5.8,119.23,4761.44,4479.02,282.43
1242.0,40.0,25.45,7.72,99.22,5.86,118.99,4762.4,4510.72,251.68
1243.0,40.0,25.42,7.76,99.48,5.94,118.87,4763.31,4539.66,223.65
1244.0,40.0,25.39,7.79,99.73,6.03,118.85,4764.18,4564.06,200.12
1245.0,40.0,25.37,7.8,99.97,6.13,118.91,4765.0,4583.08,181.93
1246.0,40.0,25.34,7.8,100.16,6.21,119.03,4765.79,4596.1,169.68
1247.0,40.0,25.31,7.79,100.31,6.29,119.19,4766.53,4603.66,162.87
1248.0,40.0,25.29,7.78,100.4,6.36,119.37,4767.23,4606.22,161.01
1249.0,40.0,25.27,7.76,100.45,6.41,119.55,4767.89,4604.94,162.94
1250.0,40.0,25.25,7.73,100.45,6.44,119.72,4768.51,4600.71,167.79
1251.0,40.0,25.23,7.71,100.41,6.46,119.87,4769.09,4594.74,174.35
1252.0,40.0,25.21,7.69,100.34,6.48,119.99,4769.63,4588.08,181.55
1253.0,40.0,25.2,7.67,100.26,6.48,120.08,4770.14,4581.7,188.45
1254.0,40.0,25.18,7.66,100.16,6.47,120.14,4770.62,4576.09,194.53
1255.0,40.0,25.17,7.65,100.07,6.46,120.17,4771.06,4571.98,199.08
1256.0,40.0,25.15,7.65,99.99,6.44,120.18,4771.47,4569.46,202.02
1257.0,40.0,25.14,7.65,99.92,6.43,120.18,4771.86,4568.47,203.39
1258.0,40.0,25.13,7.65,99.87,6.42,120.16,4772.22,4568.88,203.34
1259.0,40.0,25.12,7.66,99.83,6.4,120.13,4772.55,4570.47,202.08
1260.0,40.0,25.11,7.67,99.82,6.39,120.1,4772.86,4573.13,199.73
1261.0,40.0,25.1,7.68,99.82,6.38,120.07,4773.14,4576.2,196.94
1262.0,40.0,25.09,7.69,99.83,6.38,120.04,4773.41,4579.49,193.92
1263.0,40.0,25.09,7.7,99.86,6.38,120.02,4773.65,4582.79,190.86
1264.0,40.0,25.08,7.7,99.89,6.37,120.01,4773.88,4585.57,188.31
1265.0,40.0,25.07,7.71,99.92,6.37,120.0,4774.09,4587.73,186.36
1266.0,40.0,25.07,7.71,99.96,6.37,120.0,4774.28,4589.31,184.97
1267.0,40.0,25.06,7.71,99.99,6.37,120.0,4774.46,4589.99,184.47
1268.0,40.0,25.06,7.72,100.02,6.37,120.01,4774.63,4590.02,184.6
1269.0,40.0,25.05,7.71,100.04,6.37,120.01,4774.78,4589.3,185.48
1270.0,40.0,25.05,7.71,100.05,6.37,120.02,4774.92,4588.18,186.73
1271.0,40.0,25.04,7.71,100.06,6.37,120.03,4775.05,4586.78,188.27
1272.0,40.0,25.04,7.71,100.06,6.37,120.03,4775.17,4585.08,190.08
1273.0,40.0,25.04,7.7,100.06,6.37,120.03,4775.27,4583.44,191.84
1274.0,40.0,25.03,7.7,100.05,6.36,120.03,4775.37,4581.84,193.54
1275.0,40.0,25.03,7.7,100.03,6.36,120.02,4775.47,4580.5,194.97
1276.0,40.0,25.03,7.7,100.02,6.36,120.02,4775.55,4579.75,195.8
1277.0,40.0,25.32,7.7,100.04,6.36,120.01,4768.15,4572.26,195.89
1278.0,40.0,25.56,7.69,100.06,6.36,120.01,4762.02,4565.59,196.43
1279.0,40.0,25.75,7.69,100.1,6.36,120.02,4757.03,4559.52,197.5
1280.0,40.0,25.89,7.69,100.13,6.35,120.03,4753.02,4553.38,199.64
1281.0,40.0,26.0,7.68,100.16,6.35,120.03,4749.89,4547.31,202.58
1282.0,40.0,26.08,7.67,100.18,6.35,120.04,4747.52,4541.35,206.17
1283.0,40.0,26.13,7.66,100.18,6.35,120.04,4745.8,4535.52,210.28
1284.0,40.0,26.16,7.65,100.17,6.34,120.05,4744.64,4530.3,214.34
1285.0,40.0,26.17,7.64,100.15,6.34,120.04,4743.96,4525.69,218.27
1286.0,40.0,26.17,7.64,100.12,6.34,120.03,4743.68,4522.09,221.6
1287.0,40.0,26.16,7.63,100.09,6.33,120.02,4743.74,4519.62,224.12
1288.0,40.0,26.14,7.63,100.05,6.33,120.0,4744.09,4518.21,225.87
1289.0,40.0,26.11,7.62,100.01,6.33,119.99,4744.66,4518.14,226.52
1290.0,40.0,26.07,7.62,99.97,6.33,119.97,4745.42,4519.21,226.21
1291.0,40.0,26.04,7.63,99.94,6.34,119.95,4746.32,4521.49,224.83
1292.0,40.0,25.99,7.63,99.92,6.34,119.93,4747.34,4524.71,222.63
1293.0,40.0,25.95,7.63,99.9,6.34,119.92,4748.44,4528.62,219.82
1294.0,40.0,25.9,7.64,99.89,6.35,119.91,4749.6,4533.06,216.54
1295.0,40.0,25.86,7.64,99.89,6.36,119.91,4750.8,4537.79,213.01
1296.0,40.0,25.81,7.65,99.89,6.37,119.91,4752.02,4542.46,209.56
1297.0,40.0,25.77,7.65,99.89,6.37,119.91,4753.25,4547.07,206.18
1298.0,40.0,25.72,7.66,99.9,6.38,119.92,4754.47,4551.61,202.86
1299.0,40.0,25.68,7.66,99.92,6.39,119.93,4755.67,4555.74,199.93
1300.0,40.0,25.64,7.67,99.93,6.39,119.95,4756.85,4559.24,197.61
1301.0,40.0,25.6,7.67,99.94,6.4,119.97,4758.0,4562.23,195.77
1302.0,40.0,25.56,7.67,99.96,6.4,119.98,4759.11,4564.7,194.41
1303.0,40.0,25.52,7.68,99.97,6.4,120.0,4760.18,4566.57,193.61
1304.0,40.0,25.49,7.68,99.98,6.4,120.01,4761.21,4567.95,193.26
1305.0,40.0,25.46,7.68,99.98,6.4,120.02,4762.19,4568.95,193.24
1306.0,40.0,25.43,7.68,99.99,6.4,120.03,4763.13,4569.82,193.32
1307.0,40.0,25.4,7.68,99.99,6.4,120.04,4764.03,4570.31,193.72
1308.0,40.0,25.37,7.68,99.99,6.39,120.05,4764.87,4570.66,194.21
1309.0,40.0,25.34,7.68,99.98,6.39,120.05,4765.67,4570.86,194.81
1310.0,40.0,25.32,7.68,99.98,6.38,120.05,4766.43,4571.26,195.17
1311.0,40.0,25.29,7.68,99.98,6.38,120.04,4767.14,4571.63,195.52
1312.0,40.0,25.27,7.68,99.98,6.38,120.04,4767.81,4572.09,195.73
1313.0,40.0,25.25,7.69,99.98,6.37,120.03,4768.44,4572.51,195.93
1314.0,40.0,25.23,7.69,99.98,6.37,120.03,4769.03,4573.03,196.0
1315.0,40.0,25.21,7.69,99.97,6.37,120.02,4769.58,4573.52,196.07
1316.0,40.0,25.2,7.69,99.97,6.37,120.01,4770.1,4574.32,195.78
1317.0,40.0,25.18,7.69,99.98,6.37,120.01,4770.58,4575.21,195.36
1318.0,40.0,25.17,7.69,99.98,6.37,120.0,4771.03,4575.85,195.18
1319.0,40.0,25.15,7.69,99.98,6.37,120.0,4771.44,4576.59,194.86
1320.0,40.0,25.14,7.69,99.98,6.37,119.99,4771.83,4577.3,194.53
1321.0,40.0,25.13,7.69,99.98,6.37,119.99,4772.19,4578.12,194.07
1322.0,40.0,25.12,7.7,99.98,6.37,119.99,4772.53,4578.91,193.61
1323.0,40.0,25.11,7.7,99.99,6.37,119.99,4772.84,4579.69,193.15
1324.0,40.0,25.1,7.7,99.99,6.37,119.99,4773.13,4580.22,192.91
1325.0,40.0,25.09,7.7,99.99,6.37,119.99,4773.39,4580.74,192.66
1326.0,40.0,25.09,7.7,99.99,6.37,120.0,4773.64,4581.24,192.4
1327.0,40.0,25.08,7.7,100.0,6.37,120.0,4773.87,4581.61,192.26
1328.0,40.0,25.07,7.7,100.0,6.37,120.0,4774.08,4581.74,192.34
1329.0,40.0,25.07,7.7,100.0,6.37,120.0,4774.27,4581.87,192.4
