time_min,carbon_tax,inlet_temp,u1_flow,u1_outlet,u2_flow,u2_outlet,baseline_opex,optimized_opex,savings
1330.0,40.0,25.06,7.7,100.0,6.37,120.0,4774.45,4582.0,192.45
1331.0,40.0,25.06,7.7,100.0,6.37,120.0,4774.62,4582.12,192.5
1332.0,40.0,25.05,7.7,100.0,6.37,120.0,4774.77,4582.24,192.54
1333.0,40.0,25.05,7.7,99.99,6.37,120.0,4774.91,4582.34,192.57
1334.0,40.0,25.04,7.7,99.99,6.37,120.0,4775.04,4582.67,192.37
1335.0,40.0,25.04,7.7,99.99,6.37,120.0,4775.16,4582.98,192.18
1336.0,40.0,25.04,7.7,99.99,6.37,120.0,4775.27,4583.28,191.99
1337.0,40.0,25.03,7.7,100.0,6.37,120.0,4775.37,4583.57,191.8
1338.0,40.0,25.03,7.7,100.0,6.37,120.0,4775.46,4583.62,191.84
1339.0,40.0,25.03,7.7,100.0,6.37,120.0,4775.55,4583.68,191.87
1340.0,40.0,25.03,7.7,100.0,6.37,120.01,4775.63,4583.73,191.9
1341.0,40.0,25.02,7.7,100.0,6.37,120.01,4775.7,4583.65,192.05
1342.0,40.0,25.02,7.7,100.0,6.37,120.0,4775.76,4583.57,192.19
1343.0,40.0,25.02,7.7,100.0,6.37,120.0,4775.82,4583.61,192.21
1344.0,40.0,25.02,7.7,100.0,6.37,120.0,4775.88,4583.66,192.22
1345.0,40.0,25.02,7.7,99.99,6.37,120.0,4775.93,4583.7,192.23
1346.0,40.0,25.01,7.7,100.0,6.37,120.0,4775.98,4583.96,192.02
1347.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.02,4583.98,192.04
1348.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.06,4584.01,192.05
1349.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.09,4584.04,192.06
1350.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.13,4584.06,192.07
1351.0,40.0,25.01,7.7,99.99,6.37,120.0,4776.16,4584.08,192.08
1352.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.18,4584.32,191.86
1353.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.21,4584.34,191.87
1354.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.23,4584.35,191.88
1355.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.25,4584.36,191.89
1356.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.27,4584.37,191.9
1357.0,40.0,25.01,7.7,100.0,6.37,120.0,4776.29,4584.38,191.91
1358.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.31,4584.39,191.91
1359.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.32,4584.4,191.92
1360.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.33,4584.41,191.92
1361.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.35,4584.42,191.92
1362.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.36,4584.43,191.93
1363.0,40.0,25.0,7.4,91.0,6.67,119.05,1861.09,2251.57,-390.48
1364.0,40.0,25.0,7.1,83.36,6.97,117.51,1888.9,2356.82,-467.92
1365.0,40.0,25.0,6.8,76.86,7.27,115.64,1912.07,2455.49,-543.42
1366.0,40.0,25.0,6.5,71.29,7.57,113.63,1931.38,2548.33,-616.95
1367.0,40.0,25.0,6.2,66.51,7.87,111.62,1947.48,2636.03,-688.55
1368.0,40.0,25.0,5.9,62.39,8.17,109.7,1960.89,2719.25,-758.36
1369.0,40.0,25.0,5.6,58.81,8.47,107.94,1972.06,2798.59,-826.53
1370.0,40.0,25.0,5.3,55.68,8.77,106.36,1981.38,2874.62,-893.24
1371.0,40.0,25.0,5.0,52.94,9.07,105.0,1989.14,2947.82,-958.68
1372.0,40.0,25.0,4.7,50.51,9.37,103.85,1995.61,3018.65,-1023.04
1373.0,40.0,25.0,4.4,48.34,9.67,102.93,2001.0,3087.52,-1086.52
1374.0,40.0,25.0,4.1,46.39,9.97,102.22,2005.49,3154.79,-1149.3
1375.0,40.0,25.0,3.8,44.63,10.27,101.72,2009.23,3220.79,-1211.56
1376.0,40.0,25.0,3.5,43.01,10.57,101.41,2012.35,3285.79,-1273.44
1377.0,40.0,25.0,3.2,41.53,10.87,101.28,2014.95,3350.05,-1335.1
1378.0,40.0,25.0,2.9,40.15,11.17,101.31,2017.12,3413.79,-1396.67
1379.0,40.0,25.0,2.6,38.85,11.47,101.49,2018.92,3477.19,-1458.27
1380.0,40.0,25.0,2.3,37.63,11.77,101.81,2020.43,3540.44,-1520.01
1381.0,40.0,25.0,2.0,36.48,12.07,102.26,2021.68,3603.67,-1581.99
1382.0,40.0,25.0,1.7,35.37,12.37,102.82,2022.73,3667.03,-1644.3
1383.0,40.0,25.0,1.4,34.3,12.67,103.48,2023.6,3730.6,-1707.0
1384.0,40.0,25.0,1.1,33.28,12.97,104.23,2024.33,3794.51,-1770.18
1385.0,40.0,25.0,1.0,32.37,13.27,105.07,2024.93,3885.43,-1860.5
1386.0,40.0,25.0,1.0,31.61,13.57,106.0,2025.43,3988.49,-1963.06
1387.0,40.0,25.0,1.0,30.99,13.87,107.02,2025.85,4089.22,-2063.37
1388.0,40.0,25.0,1.0,30.46,14.17,108.13,2026.2,4187.95,-2161.75
1389.0,40.0,25.0,1.0,30.02,14.47,109.31,2026.5,4284.96,-2258.46
1390.0,40.0,25.0,1.0,29.66,14.77,110.56,2026.74,4380.5,-2353.76
1391.0,40.0,25.0,1.0,29.36,15.0,111.82,2026.94,4455.02,-2428.08
1392.0,40.0,25.0,1.0,29.1,15.0,112.84,2027.11,4461.88,-2434.77
1393.0,40.0,25.0,1.0,28.89,15.0,113.68,2027.25,4467.59,-2440.34
1394.0,40.0,25.0,1.0,28.72,15.0,114.37,2027.37,4472.35,-2444.98
1395.0,40.0,25.0,1.0,28.57,15.0,114.93,2027.47,4476.32,-2448.85
1396.0,40.0,25.0,1.0,28.45,15.0,115.4,2027.55,4479.62,-2452.07
1397.0,40.0,25.0,1.0,28.35,15.0,115.77,2027.62,4482.38,-2454.76
1398.0,40.0,25.0,1.0,28.26,15.0,116.08,2027.67,4484.67,-2457.0
1399.0,40.0,25.0,1.0,28.19,15.0,116.33,2027.72,4486.59,-2458.86
1400.0,40.0,25.0,1.0,28.13,15.0,116.54,2027.76,4488.18,-2460.42
1401.0,40.0,25.0,1.0,28.09,15.0,116.71,2027.79,4489.51,-2461.72
1402.0,40.0,25.0,1.0,28.04,15.0,116.85,2027.82,4490.62,-2462.8
1403.0,40.0,25.0,1.0,28.01,15.0,116.96,2027.84,4491.54,-2463.7
1404.0,40.0,25.0,1.0,27.98,15.0,117.05,2027.86,4492.31,-2464.45
1405.0,40.0,25.0,1.0,27.96,15.0,117.13,2027.88,4492.95,-2465.07
1406.0,40.0,25.0,1.0,27.94,15.0,117.19,2027.89,4493.48,-2465.59
1407.0,40.0,25.0,1.0,27.92,15.0,117.24,2027.9,4493.93,-2466.03
1408.0,40.0,25.0,1.0,27.91,15.0,117.28,2027.91,4494.3,-2466.39
1409.0,40.0,25.0,1.0,27.9,15.0,117.31,2027.92,4494.61,-2466.69
1410.0,40.0,25.0,1.0,27.89,15.0,117.34,2027.93,4494.87,-2466.94
1411.0,40.0,25.0,1.0,27.88,15.0,117.36,2027.93,4495.08,-2467.15
1412.0,40.0,25.0,4.61,34.87,15.0,117.86,5253.06,6293.45,-1040.4
1413.0,40.0,25.0,7.86,45.99,15.0,119.03,5173.62,7500.73,-2327.11
1414.0,40.0,25.0,10.56,59.63,15.0,120.95,5107.43,8381.84,-3274.41
1415.0,40.0,25.0,12.58,74.28,14.92,123.49,5052.27,8904.19,-3851.92
1416.0,40.0,25.0,13.87,88.57,14.64,126.43,5006.3,9064.09,-4057.79
1417.0,40.0,25.0,14.44,101.41,14.13,129.53,4968.0,8908.25,-3940.25
1418.0,40.0,25.0,14.37,111.99,13.37,132.56,4936.08,8500.14,-3564.06
1419.0,40.0,25.0,13.77,119.84,12.36,135.3,4909.48,7908.49,-2999.01
1420.0,40.0,25.0,12.78,124.76,11.14,137.57,4887.31,7198.23,-2310.92
1421.0,40.0,25.0,11.54,126.86,9.73,139.17,4868.84,6426.39,-1557.55
1422.0,40.0,25.0,10.2,126.43,8.2,139.92,4853.44,5640.32,-786.88
1423.0,40.0,25.0,8.87,123.93,6.61,139.68,4840.61,4879.82,-39.21
1424.0,40.0,25.0,7.68,119.9,5.03,138.36,4829.92,4178.99,650.93
1425.0,40.0,25.0,6.68,114.93,3.56,135.97,4821.01,3568.48,1252.53
1426.0,40.0,25.0,5.94,109.57,2.29,132.63,4813.59,3075.35,1738.24
1427.0,40.0,25.0,5.46,104.34,1.28,128.54,4807.4,2721.98,2085.42
1428.0,40.0,25.0,5.24,99.62,1.0,124.25,4802.25,2588.22,2214.03
1429.0,40.0,25.0,5.26,95.72,1.0,120.05,4797.95,2604.07,2193.88
1430.0,40.0,25.0,5.47,92.82,1.0,116.08,4794.37,2708.45,2085.92
1431.0,40.0,25.0,5.83,90.98,1.31,112.66,4791.39,2933.25,1858.14
1432.0,40.0,25.0,6.28,90.18,1.9,110.03,4788.9,3248.21,1540.69
1433.0,40.0,25.0,6.77,90.31,2.7,108.33,4786.83,3616.48,1170.35
1434.0,40.0,25.0,7.26,91.21,3.63,107.58,4785.1,4000.4,784.7
1435.0,40.0,25.0,7.7,92.67,4.63,107.74,4783.66,4366.17,417.49
1436.0,40.0,25.0,8.07,94.48,5.61,108.67,4782.46,4687.14,95.33
1437.0,40.0,25.0,8.34,96.43,6.51,110.19,4781.47,4945.66,-164.2
1438.0,40.0,25.0,8.52,98.36,7.3,112.12,4780.63,5133.33,-352.7
1439.0,40.0,25.0,8.6,100.09,7.93,114.26,4779.94,5248.96,-469.02
1440.0,40.0,25.0,8.6,101.53,8.39,116.44,4779.36,5298.3,-518.94
1441.0,40.0,25.0,8.52,102.6,8.67,118.53,4778.88,5290.7,-511.82
