time_min,status,inlet_temp,u1_flow,u1_outlet,u2_flow,u2_outlet,carbon_tax,co2_tons,opex
1347.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1348.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1349.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1350.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1351.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1352.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1353.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1354.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1355.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1356.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1357.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1358.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1359.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1360.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1361.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1362.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1363.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1364.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1365.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1366.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1367.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1368.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1369.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1370.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1371.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1372.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1373.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1374.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1375.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1376.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1377.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1378.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1379.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1380.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1381.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1382.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1383.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1384.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1385.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1386.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1387.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1388.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1389.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1390.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1391.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1392.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1393.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1394.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1395.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1396.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1397.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1398.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1399.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1400.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1401.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1402.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1403.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1404.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1405.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1406.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1407.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1408.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1409.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1410.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1411.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1412.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1413.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1414.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1415.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1416.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1417.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1418.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1419.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1420.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1421.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1422.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1423.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1424.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1425.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1426.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1427.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1428.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1429.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1430.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1431.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1432.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1433.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1434.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1435.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1436.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1437.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1438.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1439.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1440.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1441.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
