time_min,status,inlet_temp,u1_flow,u1_outlet,u2_flow,u2_outlet,carbon_tax,co2_tons,opex
1031.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1032.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1033.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1034.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1035.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1036.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1037.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1038.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1039.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1040.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1041.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1042.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1043.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1044.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1045.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1046.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1047.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1048.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1049.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1050.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1051.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1052.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1053.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1054.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1055.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1056.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1057.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1058.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1059.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1060.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1061.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1062.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1063.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1064.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1065.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1066.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1067.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1068.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1069.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1070.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1071.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1072.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1073.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1074.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1075.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1076.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1077.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1078.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1079.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1080.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1081.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1082.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1083.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1084.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1085.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1086.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1087.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1088.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1089.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1090.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1091.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1092.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1093.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1094.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1095.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1096.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1097.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1098.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1099.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1100.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1101.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1102.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1103.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1104.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1105.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1106.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1107.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1108.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1109.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1110.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1111.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1112.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1113.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1114.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1115.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1116.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1117.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1118.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1119.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1120.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1121.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1122.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1123.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1124.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1125.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1126.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1127.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1128.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1129.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1130.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1131.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1132.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1133.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1134.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1135.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1136.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1137.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1138.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1139.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1140.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1141.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1142.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1143.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1144.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1145.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1146.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1147.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1148.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1149.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1150.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1151.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1152.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1153.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1154.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1155.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1156.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1157.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1158.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1159.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1160.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1161.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1162.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1163.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1164.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1165.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1166.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1167.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1168.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1169.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1170.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1171.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1172.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1173.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1174.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1175.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1176.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1177.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1178.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1179.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1180.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1181.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1182.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1183.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1184.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1185.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1186.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1187.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1188.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1189.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1190.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1191.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1192.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1193.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1194.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1195.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1196.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1197.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1198.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1199.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1200.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1201.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1202.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1203.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1204.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1205.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1206.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1207.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1208.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1209.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1210.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1211.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1212.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1213.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1214.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1215.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1216.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1217.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1218.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1219.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1220.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1221.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1222.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1223.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1224.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1225.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1226.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1227.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1228.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1229.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1230.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1231.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1232.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1233.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1234.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1235.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1236.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1237.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1238.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1239.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1240.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1241.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1242.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1243.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1244.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1245.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1246.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1247.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1248.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1249.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1250.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1251.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1252.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1253.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1254.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1255.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1256.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1257.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1258.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1259.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1260.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1261.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1262.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1263.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1264.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1265.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1266.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1267.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1268.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1269.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1270.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1271.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1272.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1273.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1274.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1275.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1276.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1277.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1278.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1279.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1280.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1281.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1282.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1283.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1284.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1285.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1286.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1287.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1288.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1289.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1290.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1291.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1292.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1293.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1294.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1295.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1296.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1297.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1298.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1299.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1300.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1301.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1302.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1303.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1304.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1305.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1306.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1307.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1308.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1309.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1310.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1311.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1312.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1313.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1314.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1315.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1316.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1317.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1318.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1319.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1320.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1321.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1322.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1323.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1324.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1325.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1326.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1327.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1328.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1329.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1330.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1331.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1332.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1333.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1334.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1335.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1336.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1337.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1338.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1339.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1340.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1341.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1342.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1343.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1344.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1345.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
1346.0,NORMAL,25.0,7.7,100.0,6.37,120.0,40.0,109.337,4584.54
